Index,0 [STRING] [0x0],1 [BYTE] [0xC],2 [STRING] [0x4],3 [BYTE] [0xD],4 [BYTE] [0xE],5 [BYTE] [0xF],6 [BYTE] [0x10],7 [BYTE] [0x11],8 [STRING] [0x8],9 [UBYTE] [0x14]
1000148,"考格",0,"",0,0,1,0,0,"行会接待员",3
1000149,"梅拉·帕梅拉",0,"",0,0,1,0,0,"",3
1000150,"",0,"",0,0,1,0,0,"",5
1000151,"",0,"",0,0,1,0,0,"",5
1000152,"",0,"",0,0,1,0,0,"",5
1000153,"贝亚坦",0,"",0,0,1,0,0,"行会会长",3
1000154,"哈特福德",0,"",0,0,1,0,0,"",3
1000155,"",0,"",0,0,1,0,0,"",5
1000156,"艾丹",0,"",0,0,1,0,0,"",3
1000157,"",0,"",0,0,1,0,0,"",5
1000158,"",0,"",0,0,1,0,0,"",5
1000159,"尼希亚",0,"",0,0,1,0,0,"",3
1000160,"",0,"",0,0,1,0,0,"",5
1000161,"奥妮莉",0,"",0,0,1,0,0,"",3
1000162,"尼科利奥",0,"",0,0,1,0,0,"",3
1000163,"",0,"",0,0,1,0,0,"",5
1000164,"",0,"",0,0,1,0,0,"",5
1000165,"部队补给负责人",0,"",0,0,1,0,0,"",3
1000166,"",0,"",0,0,1,0,0,"",3
1000167,"",0,"",0,0,1,0,0,"",3
1000168,"沃尔赛勒",0,"",0,0,1,0,0,"双蛇党正牙校",3
1000169,"",0,"",0,0,1,0,0,"",5
1000170,"卡米兰",0,"",0,0,1,0,0,"",3
1000171,"弗朗舍蒙蒂奥",0,"",0,0,1,0,0,"守门人",3
1000172,"波勒蒙",0,"",0,0,1,0,0,"",3
1000173,"格林鲍尔德",0,"",0,0,1,0,0,"",3
1000174,"",0,"",0,0,1,0,0,"",5
1000175,"",0,"",0,0,1,0,0,"",5
1000176,"",0,"",0,0,1,0,0,"",5
1000177,"",0,"",0,0,1,0,0,"",5
1000178,"",0,"",0,0,1,0,0,"",5
1000179,"皮茉·奈尔赫",0,"",0,0,1,0,0,"",3
1000180,"基尼森",0,"",0,0,1,0,0,"",3
1000181,"海拉尔",0,"",0,0,1,0,0,"",3
1000182,"",0,"",0,0,1,0,0,"",5
1000183,"",0,"",0,0,1,0,0,"",5
1000184,"奥斯沃尔德",0,"",0,0,1,0,0,"",3
1000185,"塔妮",0,"",0,0,1,0,0,"花草商",3
1000186,"",0,"",0,0,1,0,0,"",5
1000187,"",0,"",0,0,1,0,0,"",5
1000188,"",0,"",0,0,1,0,0,"",5
1000189,"",0,"",0,0,1,0,0,"",5
1000190,"",0,"",0,0,1,0,0,"",5
1000191,"",0,"",0,0,1,0,0,"",5
1000192,"",0,"",0,0,1,0,0,"",5
1000193,"加文",0,"",0,0,1,0,0,"",3
1000194,"伊德勒",0,"",0,0,1,0,0,"",3
1000195,"尚斯特卢",0,"",0,0,1,0,0,"",3
1000196,"",0,"",0,0,1,0,0,"",5
1000197,"艾塞丽娜",0,"",0,0,1,0,0,"行会接待员",3
1000198,"",0,"",0,0,1,0,0,"",5
1000199,"蕾伊·阿里亚珀",0,"",0,0,1,0,0,"",3
1000200,"吕西安娜",0,"",0,0,1,0,0,"行会会长",3
1000201,"",0,"",0,0,1,0,0,"",5
1000202,"",0,"",0,0,1,0,0,"",5
1000203,"",0,"",0,0,1,0,0,"",5
1000204,"西尔瓦尔",0,"",0,0,1,0,0,"",3
1000205,"皮尔斯",0,"",0,0,1,0,0,"",3
1000206,"芙·密芭斯",0,"",0,0,1,0,0,"",3
1000207,"",0,"",0,0,1,0,0,"",5
1000208,"",0,"",0,0,1,0,0,"",5
1000209,"",0,"",0,0,1,0,0,"",5
1000210,"",0,"",0,0,1,0,0,"",5
1000211,"克洛伊",0,"",0,0,1,0,0,"",3
1000212,"",0,"",0,0,1,0,0,"",5
1000213,"",0,"",0,0,1,0,0,"",5
1000214,"加斯西德",0,"",0,0,1,0,0,"",3
1000215,"多米西安",0,"",0,0,1,0,0,"防具商",3
1000216,"伊洛莉",0,"",0,0,1,0,0,"饰品商",3
1000217,"杰兰特",0,"",0,0,1,0,0,"武器商",3
1000218,"阿德米兰达",0,"",0,0,1,0,0,"工具商",3
1000219,"",0,"",0,0,1,0,0,"",5
1000220,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3
1000221,"",0,"",0,0,1,0,0,"",5
1000222,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3
1000223,"",0,"",0,0,1,0,0,"",5
1000224,"",0,"",0,0,1,0,0,"",5
1000225,"",0,"",0,0,1,0,0,"",5
1000226,"",0,"",0,0,1,0,0,"",5
1000227,"阿德勒福",0,"",0,0,1,0,0,"",3
1000228,"马克凯洛尔",0,"",0,0,1,0,0,"",3
1000229,"温尼尔德",0,"",0,0,1,0,0,"鬼哭队队员",3
1000230,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3
1000231,"帕斯卡莉娜",0,"",0,0,1,0,0,"",3
1000232,"沙沙梅洛",0,"",0,0,1,0,0,"美食商",3
1000233,"帕内尔",0,"",0,0,1,0,0,"雇员窗口",3
1000234,"武具商",0,"",0,0,1,0,0,"",3
1000235,"波内特",0,"",0,0,1,0,0,"",3
1000236,"奥·洛约德",0,"",0,0,1,0,0,"素材商",3
1000237,"艾尔弗雷德",0,"",0,0,1,0,0,"",3
1000238,"阿拉里克",0,"",0,0,1,0,0,"杂货商",3
1000239,"阿尔巴加斯特",0,"",0,0,1,0,0,"药品商",3
1000240,"",0,"",0,0,1,0,0,"",5
1000241,"",0,"",0,0,1,0,0,"",5
1000242,"",0,"",0,0,1,0,0,"",5
1000243,"莉休休",0,"",0,0,1,0,0,"贸易商",3
1000244,"防具商",0,"",0,0,1,0,0,"",3
1000245,"",0,"",0,0,1,0,0,"",5
1000246,"",0,"",0,0,1,0,0,"",5
1000247,"",0,"",0,0,1,0,0,"",5
1000248,"赛因古蕾德",0,"",0,0,1,0,0,"",3
1000249,"",0,"",0,0,1,0,0,"",5
1000250,"",0,"",0,0,1,0,0,"",5
1000251,"吉莉安",0,"",0,0,1,0,0,"行会接待员",3
1000252,"",0,"",0,0,1,0,0,"",5
1000253,"",0,"",0,0,1,0,0,"",5
1000254,"伊维因",0,"",0,0,1,0,0,"行会会长",3
1000255,"",0,"",0,0,1,0,0,"",5
1000256,"",0,"",0,0,1,0,0,"",5
1000257,"米泰妮",0,"",0,0,1,0,0,"",3
1000258,"",0,"",0,0,1,0,0,"",5
1000259,"",0,"",0,0,1,0,0,"",5
1000260,"奥图费尔",0,"",0,0,1,0,0,"",3
1000261,"弗朗西斯",0,"",0,0,1,0,0,"",3
1000262,"乔琳妮",0,"",0,0,1,0,0,"",3
1000263,"布瓦瑟隆",0,"",0,0,1,0,0,"",3
1000264,"",0,"",0,0,1,0,0,"",5
1000265,"加埃唐",0,"",0,0,1,0,0,"",3
1000266,"",0,"",0,0,1,0,0,"",5
1000267,"利奥波德",0,"",0,0,1,0,0,"武器商",3
1000268,"",0,"",0,0,1,0,0,"",5
1000269,"",0,"",0,0,1,0,0,"",5
1000270,"",0,"",0,0,1,0,0,"",5
1000271,"",0,"",0,0,1,0,0,"",5
1000272,"奈莫·麦莫薇",0,"",0,0,1,0,0,"",3
1000273,"",0,"",0,0,1,0,0,"",5
1000274,"",0,"",0,0,1,0,0,"",5
1000275,"",0,"",0,0,1,0,0,"",5
1000276,"朱妮",0,"",0,0,1,0,0,"",3
1000277,"纳特哈希奥",0,"",0,0,1,0,0,"",3
1000278,"",0,"",0,0,1,0,0,"",5
1000279,"",0,"",0,0,1,0,0,"",5
1000280,"",0,"",0,0,1,0,0,"",5
1000281,"塞韦兰",0,"",0,0,1,0,0,"",3
1000282,"诺埃斯",0,"",0,0,1,0,0,"",3
1000283,"雅·修瓦艾",0,"",0,0,1,0,0,"",3
1000284,"赛丝瑞达",0,"",0,0,1,0,0,"",3
1000285,"",0,"",0,0,1,0,0,"",5
1000286,"埃斯塔娜",0,"",0,0,1,0,0,"",3
1000287,"艾琉雅",0,"",0,0,1,0,0,"",3
1000288,"弗兰凯",0,"",0,0,1,0,0,"",3
1000289,"",0,"",0,0,1,0,0,"",5
1000290,"",0,"",0,0,1,0,0,"",5
1000291,"",0,"",0,0,1,0,0,"",5
1000292,"桑德雷",0,"",0,0,1,0,0,"",3
1000293,"",0,"",0,0,1,0,0,"",5
1000294,"莱昂索",0,"",0,0,1,0,0,"行会接待员",3
1000295,"西塞莉",0,"",0,0,1,0,0,"",3
1000296,"",0,"",0,0,1,0,0,"",5
1000297,"埃塞雷德",0,"",0,0,1,0,0,"",3
1000298,"",0,"",0,0,1,0,0,"",5
1000299,"阿舍沃利埃",0,"",0,0,1,0,0,"",3
1000300,"萨米阿娜",0,"",0,0,1,0,0,"",3
1000301,"小约翰",0,"",0,0,1,0,0,"磨坊工",3
1000302,"",0,"",0,0,1,0,0,"",5
1000303,"",0,"",0,0,1,0,0,"",5
1000304,"",0,"",0,0,1,0,0,"",5
1000305,"",0,"",0,0,1,0,0,"",5
1000306,"肯纳德",0,"",0,0,1,0,0,"",3
1000307,"巴蒂斯托",0,"",0,0,1,0,0,"",3
1000308,"",0,"",0,0,1,0,0,"",5
1000309,"加伯多",0,"",0,0,1,0,0,"",3
1000310,"",0,"",0,0,1,0,0,"",5
1000311,"巴纳邦唐",0,"",0,0,1,0,0,"",3
1000312,"莉塞莱",0,"",0,0,1,0,0,"",3
1000313,"",0,"",0,0,1,0,0,"",5
1000314,"",0,"",0,0,1,0,0,"",5
1000315,"瓦尔迪尤",0,"",0,0,1,0,0,"",3
1000316,"",0,"",0,0,1,0,0,"",5
1000317,"",0,"",0,0,1,0,0,"",5
1000318,"",0,"",0,0,1,0,0,"",5
1000319,"",0,"",0,0,1,0,0,"",5
1000320,"毕蒂",0,"",0,0,1,0,0,"",3
1000321,"",0,"",0,0,1,0,0,"",5
1000322,"",0,"",0,0,1,0,0,"",5
1000323,"玛代勒",0,"",0,0,1,0,0,"行会接待员",3
1000324,"艾美利亚",0,"",0,0,1,0,0,"",3
1000325,"",0,"",0,0,1,0,0,"",5
1000326,"",0,"",0,0,1,0,0,"",5
1000327,"沙利娜",0,"",0,0,1,0,0,"",3
1000328,"卡斯伯特",0,"",0,0,1,0,0,"",3
1000329,"",0,"",0,0,1,0,0,"",5
1000330,"",0,"",0,0,1,0,0,"",5
1000331,"伍尔夫瑞克",0,"",0,0,1,0,0,"",3
1000332,"梅弗里德",0,"",0,0,1,0,0,"",3
1000333,"",0,"",0,0,1,0,0,"",5
1000334,"巴兰",0,"",0,0,1,0,0,"",3
1000335,"",0,"",0,0,1,0,0,"",5
1000336,"",0,"",0,0,1,0,0,"",5
1000337,"",0,"",0,0,1,0,0,"",5
1000338,"伊玛妮",0,"",0,0,1,0,0,"",3
1000339,"",0,"",0,0,1,0,0,"",5
1000340,"埃里蒙",0,"",0,0,1,0,0,"",3
1000341,"乔弗里",0,"",0,0,1,0,0,"",3
1000342,"",0,"",0,0,1,0,0,"",5
1000343,"",0,"",0,0,1,0,0,"",5
1000344,"",0,"",0,0,1,0,0,"",5
1000345,"",0,"",0,0,1,0,0,"",5
1000346,"",0,"",0,0,1,0,0,"",5
1000347,"",0,"",0,0,1,0,0,"",5
1000348,"",0,"",0,0,1,0,0,"",5
1000349,"",0,"",0,0,1,0,0,"",5
1000350,"",0,"",0,0,1,0,0,"",5
1000351,"",0,"",0,0,1,0,0,"",5
1000352,"兰德尔",0,"",0,0,1,0,0,"行会接待员",3
1000353,"",0,"",0,0,1,0,0,"",5
1000354,"",0,"",0,0,1,0,0,"",5
1000355,"克玛·莫修罗卡",0,"",0,0,1,0,0,"",3
1000356,"",0,"",0,0,1,0,0,"",5
1000357,"贝利",0,"",0,0,1,0,0,"",3
1000358,"",0,"",0,0,1,0,0,"",3
1000359,"",0,"",0,0,1,0,0,"",5
1000360,"格拉特肯特",0,"",0,0,1,0,0,"",3
1000361,"",0,"",0,0,1,0,0,"",5
1000362,"",0,"",0,0,1,0,0,"",5
1000363,"薇波尔格",0,"",0,0,1,0,0,"制革商",3
1000364,"",0,"",0,0,1,0,0,"",5
1000365,"",0,"",0,0,1,0,0,"",5
1000366,"",0,"",0,0,1,0,0,"",3
1000367,"霍丁",0,"",0,0,1,0,0,"",3
1000368,"",0,"",0,0,1,0,0,"",5
1000369,"",0,"",0,0,1,0,0,"",5
1000370,"塞莱斯汀",0,"",0,0,1,0,0,"",3
1000371,"勒里克",0,"",0,0,1,0,0,"",3
1000372,"塔塔索萨",0,"",0,0,1,0,0,"",3
1000373,"斯皮宁·布雷德",0,"",0,0,1,0,0,"",3
1000374,"",0,"",0,0,1,0,0,"",5
1000375,"艾拉尔",0,"",0,0,1,0,0,"",3
1000376,"",0,"",0,0,1,0,0,"",5
1000377,"",0,"",0,0,1,0,0,"",5
1000378,"",0,"",0,0,1,0,0,"",5
1000379,"",0,"",0,0,1,0,0,"",5
1000380,"",0,"",0,0,1,0,0,"",5
1000381,"",0,"",0,0,1,0,0,"",5
1000382,"",0,"",0,0,1,0,0,"",5
1000383,"",0,"",0,0,1,0,0,"",5
1000384,"娜奥·加姆多拉",0,"",0,0,1,0,0,"",3
1000385,"",0,"",0,0,1,0,0,"",5
1000386,"",0,"",0,0,1,0,0,"",5
1000387,"",0,"",0,0,1,0,0,"",5
1000388,"",0,"",0,0,1,0,0,"",5
1000389,"诺基洛·玛露基洛",0,"",0,0,1,0,0,"",3
1000390,"",0,"",0,0,1,0,0,"",5
1000391,"奥丝吉丝",0,"",0,0,1,0,0,"行会供应商",3
1000392,"费雷奥尔",0,"",0,0,1,0,0,"行会供应商",3
1000393,"布卢瓦西朗",0,"",0,0,1,0,0,"",3
1000394,"阿肯博德",0,"",0,0,1,0,0,"修理工",3
1000395,"克莱芒坦",0,"",0,0,1,0,0,"修理工",3
1000396,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3
1000397,"修理工",0,"",0,0,1,0,0,"",3
1000398,"",0,"",0,0,1,0,0,"",3
1000399,"",0,"",0,0,1,0,0,"",3
1000400,"",0,"",0,0,1,0,0,"",3
1000401,"",0,"",0,0,1,0,0,"",5
1000402,"",0,"",0,0,1,0,0,"",5
1000403,"",0,"",0,0,1,0,0,"",5
1000404,"",0,"",0,0,1,0,0,"",5
1000405,"",0,"",0,0,1,0,0,"",5
1000406,"",0,"",0,0,1,0,0,"",3
1000407,"昂贝勒",0,"",0,0,1,0,0,"",3
1000408,"茨布·卡玛佐姆",0,"",0,0,1,0,0,"",3
1000409,"阿丽克希",0,"",0,0,1,0,0,"",3
1000410,"",0,"",0,0,1,0,0,"",5
1000411,"马里于斯泰尔",0,"",0,0,1,0,0,"",3
1000412,"",0,"",0,0,1,0,0,"",5
1000413,"瓦勒兰",0,"",0,0,1,0,0,"",3
1000414,"",0,"",0,0,1,0,0,"",5
1000415,"",0,"",0,0,1,0,0,"",5
1000416,"",0,"",0,0,1,0,0,"",5
1000417,"",0,"",0,0,1,0,0,"",5
1000418,"",0,"",0,0,1,0,0,"",5
1000419,"",0,"",0,0,1,0,0,"",5
1000420,"福瑟尔托",0,"",0,0,1,0,0,"",3
1000421,"加尔弗里德",0,"",0,0,1,0,0,"",3
1000422,"",0,"",0,0,1,0,0,"",5
1000423,"神勇队队员",0,"",0,0,1,0,0,"",3
1000424,"",0,"",0,0,1,0,0,"",5
1000425,"",0,"",0,0,1,0,0,"",5
1000426,"",0,"",0,0,1,0,0,"",5
1000427,"",0,"",0,0,1,0,0,"",5
1000428,"塞因薇茵",0,"",0,0,1,0,0,"",3
1000429,"米莉森特",0,"",0,0,1,0,0,"",3
1000430,"阿罗德",0,"",0,0,1,0,0,"",3
1000431,"",0,"",0,0,1,0,0,"",5
1000432,"莫雷兰",0,"",0,0,1,0,0,"",3
1000433,"",0,"",0,0,1,0,0,"",5
1000434,"",0,"",0,0,1,0,0,"",5
1000435,"欧夏·嘉布",0,"",0,0,1,0,0,"",3
1000436,"西奥多",0,"",0,0,1,0,0,"",3
1000437,"扎凯乌斯",0,"",0,0,1,0,0,"",3
1000438,"伊莉耶勒",0,"",0,0,1,0,0,"",3
1000439,"罗朗代",0,"",0,0,1,0,0,"",3
1000440,"×未使用：328_グリダニア",0,"",0,0,1,0,0,"",3
1000441,"×未使用：329_グリダニア",0,"",0,0,1,0,0,"",3
1000442,"×未使用：330_グリダニア",0,"",0,0,1,0,0,"",3
1000443,"×未使用：331_グリダニア",0,"",0,0,1,0,0,"",3
1000444,"×未使用：332_グリダニア",0,"",0,0,1,0,0,"",3
1000445,"",0,"",0,0,1,0,0,"",5
1000446,"",0,"",0,0,1,0,0,"",5
1000447,"",0,"",0,0,1,0,0,"",5
1000448,"富尔克",0,"",0,0,1,0,0,"",3
1000449,"蒙朗甘",0,"",0,0,1,0,0,"",3
1000450,"×（仮）ClsLnc006_f1f4_倒れてる槍術士1",0,"",0,0,1,0,0,"",5
1000451,"×（仮）ClsLnc006_f1f4_倒れてる槍術士2",0,"",0,0,1,0,0,"",5
1000452,"×（仮）ClsLnc006_f1f4_倒れてる槍術士3",0,"",0,0,1,0,0,"",5
1000453,"",0,"",0,0,1,0,0,"",5
1000454,"",0,"",0,0,1,0,0,"",5
1000455,"艾尔德佛里斯",0,"",0,0,1,0,0,"",3
1000456,"神勇队师团长",0,"",0,0,1,0,0,"",3
1000457,"×(仮)ManFst007神勇隊2",0,"",0,0,1,0,0,"",5
1000458,"×(仮)ManFst007神勇隊3",0,"",0,0,1,0,0,"",5
1000459,"奥尔德雷德",0,"",0,0,1,0,0,"",3
1000460,"寂静的法师",0,"",0,0,1,0,0,"",3
1000461,"加比诺",0,"",0,0,1,0,0,"",3
1000462,"",0,"",0,0,1,0,0,"",5
1000463,"×(仮)ManFst007鬼哭隊1",0,"",0,0,1,0,0,"",5
1000464,"×(仮)ManFst007鬼哭隊2",0,"",0,0,1,0,0,"",5
1000465,"阿莱斯坦",0,"",0,0,1,0,0,"",3
1000466,"×ClsLnc006_f1f1_襲われてる槍術士",0,"",0,0,1,0,0,"",5
1000467,"×（仮）ClsLnc006_f1f4_倒れてる槍術士4",0,"",0,0,1,0,0,"",5
1000468,"",0,"",0,0,1,0,0,"",5
1000469,"",0,"",0,0,1,0,0,"",5
1000470,"凯夏",0,"",0,0,1,0,0,"",3
1000471,"吕凯洛",0,"",0,0,1,0,0,"",3
1000472,"",0,"",0,0,1,0,0,"",5
1000473,"玛尔戈",0,"",0,0,1,0,0,"",3
1000474,"艾赛斯芮斯",0,"",0,0,1,0,0,"",3
1000475,"",0,"",0,0,1,0,0,"",5
1000476,"莱奥代尔",0,"",0,0,1,0,0,"",3
1000477,"",0,"",0,0,1,0,0,"",5
1000478,"玛姬丽亚",0,"",0,0,1,0,0,"",3
1000479,"",0,"",0,0,1,0,0,"",5
1000480,"",0,"",0,0,1,0,0,"",5
1000481,"",0,"",0,0,1,0,0,"",5
1000482,"",0,"",0,0,1,0,0,"",5
1000483,"伯纳德",0,"",0,0,1,0,0,"",3
1000484,"尤蒙德",0,"",0,0,1,0,0,"",3
1000485,"",0,"",0,0,1,0,0,"",5
1000486,"",0,"",0,0,1,0,0,"",5
1000487,"",0,"",0,0,1,0,0,"",5
1000488,"",0,"",0,0,1,0,0,"",5
1000489,"",0,"",0,0,1,0,0,"",5
1000490,"",0,"",0,0,1,0,0,"",5
1000491,"洛泰尔",0,"",0,0,1,0,0,"",3
1000492,"×(仮)ClsLnc003フールク人質槍術士1",0,"",0,0,1,0,0,"",5
1000493,"×(仮)ClsLnc003フールク人質槍術士2",0,"",0,0,1,0,0,"",5
1000494,"菲因内亚",0,"",0,0,1,0,0,"",3
1000495,"（仮）ClsLnc006_f1f4_倒れてる槍術士5",0,"",0,0,1,0,0,"",5
1000496,"",0,"",0,0,1,0,0,"",5
1000497,"",0,"",0,0,1,0,0,"",5
1000498,"",0,"",0,0,1,0,0,"",5
1000499,"",0,"",0,0,1,0,0,"",5
1000500,"",0,"",0,0,1,0,0,"",5
1000501,"瓦尔塞奥夫",0,"",0,0,1,0,0,"",3
1000502,"贝尔特",0,"",0,0,1,0,0,"",3
