Index,0 [INT] [0x0],1 [BBOOL] [0x17],2 [INT] [0x4],3 [INT] [0x8],4 [INT] [0xC],5 [INT] [0x10],6 [UBYTE] [0x16],7 [USHORT] [0x14]
262211,0,false,357498880,0,0,0,0,0
262212,0,false,276168704,0,0,0,0,0
262213,0,false,178847744,4849664,0,0,0,0
262214,0,false,179109888,3014656,0,0,0,0
262215,0,false,105054208,0,0,0,0,0
262216,0,false,151715840,0,0,0,0,0
262217,0,false,119275520,0,0,0,0,0
262218,0,false,173867008,2359296,0,0,0,0
262219,0,false,173801472,1900544,0,0,0,0
262221,0,false,151715840,0,0,0,0,0
262222,0,false,119275520,0,0,0,0,0
262223,0,false,173867008,2359296,0,0,0,0
262224,0,false,173801472,1900544,0,0,0,0
262225,0,false,151715840,0,0,0,0,0
262226,0,false,119275520,0,0,0,0,0
262227,0,false,173867008,2359296,0,0,0,0
262228,0,false,173801472,1900544,0,0,0,0
262229,0,false,151781376,0,0,0,0,0
262230,0,false,119406592,0,0,0,0,0
262231,0,false,174456832,5308416,0,0,0,0
262232,0,false,174325760,3014656,0,0,0,0
262233,0,false,151781376,0,0,0,0,0
262234,0,false,119406592,0,0,0,0,0
262235,0,false,174456832,5308416,0,0,0,0
262236,0,false,174325760,3014656,0,0,0,0
262237,0,false,151781376,0,0,0,0,0
262238,0,false,119406592,0,0,0,0,0
262239,0,false,174456832,5308416,0,0,0,0
262240,0,false,174325760,3014656,0,0,0,0
262241,0,false,151846912,0,0,0,0,0
262242,0,false,119406592,0,0,0,0,0
262243,0,false,174456832,5308416,0,0,0,0
262244,0,false,174325760,3014656,0,0,0,0
262245,0,false,151846912,0,0,0,0,0
262246,0,false,119603200,0,0,0,0,0
262247,0,false,175439872,4849664,0,0,0,0
262248,0,false,174981120,1900544,0,0,0,0
262249,0,false,151846912,0,0,0,0,0
262250,0,false,119603200,0,0,0,0,0
262251,0,false,175439872,4849664,0,0,0,0
262252,0,false,174981120,1900544,0,0,0,0
262253,0,false,151912448,0,0,0,0,0
262254,0,false,105578496,0,0,0,0,0
262255,0,false,177602560,2359296,0,0,0,0
262256,0,false,177864704,2359296,0,0,0,0
262257,0,false,311033856,0,0,0,0,0
262258,0,false,152043520,0,0,0,0,0
262259,0,false,106496000,0,0,0,0,0
262260,0,false,178847744,4849664,0,0,0,0
262261,0,false,178716672,3014656,0,0,0,0
262262,0,false,152043520,0,0,0,0,0
262263,0,false,106496000,0,0,0,0,0
262264,0,false,178847744,4849664,0,0,0,0
262265,0,false,178716672,3014656,0,0,0,0
262266,0,false,152109056,0,0,0,0,0
262267,0,false,107282432,0,0,0,0,0
262268,0,false,180420608,4849664,0,0,0,0
262269,0,false,180748288,4849664,0,0,0,0
262270,0,false,108724224,0,0,0,0,0
262271,0,false,152305664,0,0,0,0,0
262272,0,false,185139200,3014656,0,0,0,0
262273,0,false,185729024,3014656,0,0,0,0
262274,0,false,152305664,0,0,0,0,0
262275,0,false,108724224,0,0,0,0,0
262276,0,false,185139200,3014656,0,0,0,0
262277,0,false,185729024,3014656,0,0,0,0
262278,0,false,107282432,0,0,0,0,0
262279,0,false,152174592,0,0,0,0,0
262280,0,false,181927936,3014656,0,0,0,0
262281,0,false,181469184,917504,0,0,0,0
262282,0,false,152174592,0,0,0,0,0
262283,0,false,107282432,0,0,0,0,0
262284,0,false,181927936,3014656,0,0,0,0
262285,0,false,181469184,917504,0,0,0,0
262286,0,false,107675648,0,0,0,0,0
262287,0,false,152240128,0,0,0,0,0
262288,0,false,184156160,4849664,0,0,0,0
262289,0,false,184549376,4849664,0,0,0,0
262290,0,false,153419776,0,0,0,0,0
262291,0,false,114688000,0,0,0,0,0
262292,0,false,173867008,2359296,0,0,0,0
262293,0,false,173801472,1900544,0,0,0,0
262294,0,false,153419776,0,0,0,0,0
262295,0,false,114688000,0,0,0,0,0
262296,0,false,173867008,2359296,0,0,0,0
262297,0,false,173801472,1900544,0,0,0,0
262298,0,false,153485312,0,0,0,0,0
262299,0,false,114819072,0,0,0,0,0
262300,0,false,174456832,5308416,0,0,0,0
262301,0,false,174325760,3014656,0,0,0,0
262302,0,false,153485312,0,0,0,0,0
262303,0,false,114819072,0,0,0,0,0
262304,0,false,174456832,5308416,0,0,0,0
262305,0,false,174325760,3014656,0,0,0,0
262306,0,false,153485312,0,0,0,0,0
262307,0,false,114819072,0,0,0,0,0
262308,0,false,174456832,5308416,0,0,0,0
262309,0,false,174325760,3014656,0,0,0,0
262310,0,false,153550848,0,0,0,0,0
262311,0,false,114950144,0,0,0,0,0
262312,0,false,175439872,4849664,0,0,0,0
262313,0,false,174981120,1900544,0,0,0,0
262314,0,false,153550848,0,0,0,0,0
262315,0,false,114950144,0,0,0,0,0
262316,0,false,175439872,4849664,0,0,0,0
262317,0,false,174981120,1900544,0,0,0,0
262318,0,false,153681920,0,0,0,0,0
262319,0,false,105578496,0,0,0,0,0
262320,0,false,177602560,2359296,0,0,0,0
262321,0,false,177864704,2359296,0,0,0,0
262322,0,false,152109056,0,0,0,0,0
262323,0,false,107282432,0,0,0,0,0
262324,0,false,180420608,4849664,0,0,0,0
262325,0,false,180748288,4849664,0,0,0,0
262326,0,false,152109056,0,0,0,0,0
262327,0,false,107282432,0,0,0,0,0
262328,0,false,180420608,4849664,0,0,0,0
262329,0,false,180748288,4849664,0,0,0,0
262330,0,false,152174592,0,0,0,0,0
262331,0,false,107282432,0,0,0,0,0
262332,0,false,181338112,5308416,0,0,0,0
262333,0,false,180748288,4849664,0,0,0,0
262334,0,false,152174592,0,0,0,0,0
262335,0,false,107282432,0,0,0,0,0
262336,0,false,181338112,5308416,0,0,0,0
262337,0,false,180748288,4849664,0,0,0,0
262338,0,false,152174592,0,0,0,0,0
262339,0,false,107282432,0,0,0,0,0
262340,0,false,181338112,5308416,0,0,0,0
262341,0,false,180748288,4849664,0,0,0,0
262342,0,false,152305664,0,0,0,0,0
262343,0,false,108724224,0,0,0,0,0
262344,0,false,185139200,3014656,0,0,0,0
262345,0,false,185729024,3014656,0,0,0,0
262346,0,false,108724224,0,0,0,0,0
262347,0,false,152305664,0,0,0,0,0
262348,0,false,185139200,3014656,0,0,0,0
262349,0,false,185729024,3014656,0,0,0,0
262350,0,false,310968320,0,0,0,0,0
262351,0,false,156762112,0,0,0,0,0
262352,0,false,104988672,0,0,0,0,0
262353,0,false,173867008,2359296,0,0,0,0
262354,0,false,173801472,1900544,0,0,0,0
262355,0,false,156762112,0,0,0,0,0
262356,0,false,104988672,0,0,0,0,0
262357,0,false,173867008,2359296,0,0,0,0
262358,0,false,173801472,1900544,0,0,0,0
262359,0,false,156762112,0,0,0,0,0
262360,0,false,104988672,0,0,0,0,0
262361,0,false,173867008,2359296,0,0,0,0
262362,0,false,173801472,1900544,0,0,0,0
262363,0,false,156827648,0,0,0,0,0
262364,0,false,105119744,0,0,0,0,0
262365,0,false,174456832,5308416,0,0,0,0
262366,0,false,174325760,3014656,0,0,0,0
262367,0,false,156827648,0,0,0,0,0
262368,0,false,105119744,0,0,0,0,0
262369,0,false,174456832,5308416,0,0,0,0
262370,0,false,174325760,3014656,0,0,0,0
262371,0,false,298254336,0,0,0,0,0
262372,0,false,156893184,0,0,0,0,0
262373,0,false,105316352,0,0,0,0,0
262374,0,false,175439872,4849664,0,0,0,0
262375,0,false,174981120,1900544,0,0,0,0
262376,0,false,311033856,0,0,0,0,0
262377,0,false,298254336,0,0,0,0,0
262378,0,false,156893184,0,0,0,0,0
262379,0,false,105316352,0,0,0,0,0
262380,0,false,175439872,4849664,0,0,0,0
262381,0,false,174981120,1900544,0,0,0,0
262382,0,false,157024256,0,0,0,0,0
262383,0,false,105578496,0,0,0,0,0
262384,0,false,177602560,2359296,0,0,0,0
262385,0,false,177864704,2359296,0,0,0,0
262386,0,false,152043520,0,0,0,0,0
262387,0,false,106496000,0,0,0,0,0
262388,0,false,178847744,4849664,0,0,0,0
262389,0,false,178716672,3014656,0,0,0,0
262390,0,false,298319872,0,0,0,0,0
262391,0,false,302383104,0,0,0,0,0
262392,0,false,152109056,0,0,0,0,0
262393,0,false,107282432,0,0,0,0,0
262394,0,false,180420608,4849664,0,0,0,0
262395,0,false,180748288,4849664,0,0,0,0
262396,0,false,152305664,0,0,0,0,0
262397,0,false,108724224,0,0,0,0,0
262398,0,false,185139200,3014656,0,0,0,0
262399,0,false,185729024,3014656,0,0,0,0
262400,0,false,152305664,0,0,0,0,0
262401,0,false,108724224,0,0,0,0,0
262402,0,false,185139200,3014656,0,0,0,0
262403,0,false,185729024,3014656,0,0,0,0
262404,0,false,106496000,0,0,0,0,0
262405,0,false,345309184,0,0,0,0,0
262406,0,false,107282432,0,0,0,0,0
262407,0,false,107282432,0,0,0,0,0
262408,0,false,298254336,0,0,0,0,0
262409,0,false,298254336,0,0,0,0,0
262410,0,false,298254336,0,0,0,0,0
262411,0,false,298254336,0,0,0,0,0
262412,0,false,298254336,0,0,0,0,0
262413,0,false,298254336,0,0,0,0,0
262414,0,false,610729984,0,0,0,0,0
262415,0,false,172883968,0,0,0,0,0
262419,0,false,425066496,0,0,0,0,0
262420,0,false,425066496,0,0,0,0,0
262421,0,false,425066496,0,0,0,0,0
262422,0,false,352780288,0,0,0,0,0
262423,0,false,173277184,0,0,0,0,0
262424,0,false,281870336,0,0,0,0,0
262425,0,false,275251200,0,0,0,0,0
262426,0,false,333643776,0,0,0,0,0
262427,0,false,333643776,0,0,0,0,0
262428,0,false,333643776,0,0,0,0,0
262429,0,false,333643776,0,0,0,0,0
262430,0,false,350093312,0,0,0,0,0
262431,0,false,350093312,0,0,0,0,0
262432,0,false,350093312,0,0,0,0,0
262433,0,false,350093312,0,0,0,0,0
262434,0,false,414187520,0,0,0,0,0
262435,0,false,414384128,0,0,0,0,0
262436,0,false,414580736,0,0,0,0,0
262437,0,false,414777344,0,0,0,0,0
262438,0,false,414973952,0,0,0,0,0
262439,0,false,415170560,0,0,0,0,0
262440,0,false,415367168,0,0,0,0,0
262441,0,false,415563776,0,0,0,0,0
262442,0,false,415760384,0,0,0,0,0
262443,0,false,189857792,1,69337088,0,0,0
262444,0,false,190185472,1,70909952,0,0,0
262445,0,false,109772800,1,73400320,0,0,0
262446,0,false,173735936,1,29360128,0,0,0
262449,0,false,190513152,0,0,0,0,7
262450,0,false,145620992,0,0,0,0,533
262451,0,false,356253696,0,0,0,0,0
262452,0,false,356253696,0,0,0,0,0
262453,0,false,356253696,0,0,0,0,0
262454,0,false,356253696,0,0,0,0,0
262455,0,false,317652992,0,0,0,0,0
262456,0,false,317652992,0,0,0,0,0
262457,0,false,317652992,0,0,0,0,0
262458,0,false,317652992,0,0,0,0,0
262459,0,false,510263296,0,0,0,0,0
262460,0,false,174260224,0,0,0,0,0
262461,0,false,352583680,0,0,0,0,0
262462,0,false,350027776,0,0,0,0,0
262463,0,false,467140608,0,0,0,0,0
262464,0,false,468779008,0,0,0,0,0
262466,0,false,310968320,0,0,0,0,0
262468,0,false,386007040,0,0,0,0,0
262469,0,false,386007040,0,0,0,0,0
262470,0,false,538312704,0,0,0,0,0
262471,0,false,366608384,0,0,0,0,0
262472,0,false,316407808,0,0,0,0,0
262473,0,false,561512448,0,0,0,0,0
262474,0,false,561512448,0,0,0,0,0
262475,0,false,561512448,0,0,0,0,0
262476,0,false,561512448,0,0,0,0,0
262477,0,false,561512448,0,0,0,0,0
262478,0,false,561512448,0,0,0,0,0
262479,0,false,561512448,0,0,0,0,0
262480,0,false,561512448,0,0,0,0,0
262481,0,false,333643776,0,0,0,0,0
262482,0,false,350093312,0,0,0,0,0
262483,0,false,356253696,0,0,0,0,0
262484,0,false,317652992,0,0,0,0,0
262485,0,false,562036736,0,0,0,0,0
262486,0,false,622723072,0,0,0,0,0
262488,0,false,608370688,0,0,0,0,0
262489,0,false,607387648,1,16515072,0,0,0
262491,0,false,630128640,0,0,0,0,0
262492,0,false,169476096,0,0,0,0,0
262493,0,false,310444032,0,0,0,0,0
262494,0,false,637730816,0,0,0,0,0
262495,0,false,648806400,0,0,0,0,0
262496,0,false,309723136,0,0,0,0,0
262497,0,false,794034176,0,0,0,0,0
262498,0,false,795213824,0,0,0,0,0
262499,0,false,794624000,0,0,0,0,0
262500,0,false,795803648,0,0,0,0,0
262501,0,false,796983296,0,0,0,0,0
262502,0,false,796393472,0,0,0,0,0
262503,0,false,798162944,0,0,0,0,0
262504,0,false,798752768,0,0,0,0,0
262505,0,false,797573120,0,0,0,0,0
262506,0,false,799342592,0,0,0,0,0
262507,0,false,799932416,0,0,0,0,0
262508,0,false,719323136,0,0,0,0,0
262509,0,false,844234752,0,0,0,0,0
262510,0,false,699269120,0,0,0,0,0
262511,0,false,715784192,0,0,0,0,0
262512,0,false,693764096,0,0,0,0,0
262513,0,false,298319872,0,0,0,0,0
262514,0,false,152371200,0,0,0,0,0
262515,0,false,306642944,0,0,0,0,0
262516,0,false,366870528,0,0,0,0,0
262517,0,false,685637632,0,0,0,0,0
262518,0,false,689700864,0,0,0,0,0
262519,0,false,152371200,0,0,0,0,0
262520,0,false,693764096,0,0,0,0,0
262521,0,false,699269120,0,0,0,0,0
262522,0,false,715784192,0,0,0,0,0
262523,0,false,152371200,0,0,0,0,0
262524,0,false,693764096,0,0,0,0,0
262525,0,false,699269120,0,0,0,0,0
262526,0,false,715784192,0,0,0,0,0
262527,0,false,777977856,0,0,0,0,0
262528,0,false,693829632,0,0,0,0,0
262529,0,false,699334656,0,0,0,0,0
262530,0,false,715849728,0,0,0,0,0
262531,0,false,778108928,0,0,0,0,0
262532,0,false,694026240,0,0,0,0,0
262533,0,false,699531264,0,0,0,0,0
262534,0,false,716046336,0,0,0,0,0
262536,0,false,152371200,0,0,0,0,0
262537,0,false,693764096,0,0,0,0,0
262538,0,false,699269120,0,0,0,0,0
262539,0,false,715784192,0,0,0,0,0
262540,0,false,778043392,0,0,0,0,0
262541,0,false,693895168,0,0,0,0,0
262542,0,false,699400192,0,0,0,0,0
262543,0,false,715915264,0,0,0,0,0
262544,0,false,783613952,0,0,0,0,0
262545,0,false,778043392,0,0,0,0,0
262546,0,false,693895168,0,0,0,0,0
262547,0,false,699400192,0,0,0,0,0
262548,0,false,715915264,0,0,0,0,0
262549,0,false,783613952,0,0,0,0,0
262550,0,false,778108928,0,0,0,0,0
262551,0,false,693960704,0,0,0,0,0
262552,0,false,699465728,0,0,0,0,0
262553,0,false,715980800,0,0,0,0,0
262554,0,false,780992512,0,0,0,0,0
262555,0,false,694026240,0,0,0,0,0
262556,0,false,699531264,0,0,0,0,0
262557,0,false,716046336,0,0,0,0,0
262558,0,false,789184512,0,0,0,0,0
262559,0,false,851312640,0,0,0,0,0
262560,0,false,632094720,0,0,0,0,0
262561,0,false,632094720,0,0,0,0,0
262562,0,false,632094720,0,0,0,0,0
262564,0,false,778174464,0,0,0,0,0
262565,0,false,694091776,0,0,0,0,0
262566,0,false,699596800,0,0,0,0,0
262567,0,false,716111872,0,0,0,0,0
262569,0,false,681574400,0,0,0,0,0
262570,0,false,777977856,0,0,0,0,0
262571,0,false,693829632,0,0,0,0,0
262572,0,false,699334656,0,0,0,0,0
262573,0,false,715849728,0,0,0,0,0
262574,0,false,393412608,0,0,0,0,0
262575,0,false,576913408,0,0,0,0,0
262576,0,false,824836096,0,0,0,0,0
262577,0,false,824836096,0,0,0,0,0
262578,0,false,824836096,0,0,0,0,0
262579,0,false,824836096,0,0,0,0,0
262580,0,false,824836096,0,0,0,0,0
262581,0,false,824836096,0,0,0,0,0
262582,0,false,824836096,0,0,0,0,0
262584,0,false,538640384,0,0,0,0,0
262585,0,false,871170048,0,0,0,0,0
262586,0,false,576716800,0,0,0,0,0
262587,0,false,871563264,1,145358848,0,0,0
262588,0,false,307757056,0,0,0,0,0
262603,0,false,319029248,0,0,0,0,0
262604,0,false,319029248,0,0,0,0,0
262605,0,false,319029248,0,0,0,0,0
262606,0,false,319029248,0,0,0,0,0
262607,0,false,319029248,0,0,0,0,0
262608,0,false,319029248,0,0,0,0,0
262609,0,false,857538560,0,0,0,0,0
262610,0,false,902823936,1,145096704,0,0,1406
262611,0,false,990576640,1,149684224,0,0,1499
262612,0,false,319029248,0,0,0,0,0
262613,0,false,821297152,0,0,0,0,0
262614,0,false,821297152,0,0,0,0,0
262615,0,false,821297152,0,0,0,0,0
262616,0,false,821297152,0,0,0,0,0
262617,0,false,821297152,0,0,0,0,0
262618,0,false,821297152,0,0,0,0,0
262619,0,false,821297152,0,0,0,0,0
262620,0,false,821297152,0,0,0,0,0
262621,0,false,152371200,0,0,0,0,0
262622,0,false,783482880,0,0,0,0,0
262623,0,false,189726720,3014656,0,0,0,0
262624,0,false,278790144,0,0,0,0,0
262625,0,false,1041563648,1,152567808,0,0,1605
262626,0,false,399376384,1,101122048,0,0,811
262627,0,false,194445312,1,101122048,0,0,0
262628,0,false,172883968,0,0,0,0,812
262629,0,false,456654848,0,0,0,0,874
262630,0,false,173277184,0,0,0,0,875
262631,0,false,457113600,1,85000192,0,0,0
262632,0,false,275251200,0,0,0,0,877
262633,0,false,174260224,1,93061120,0,0,0
262634,0,false,873594880,1,144572416,0,0,0
262635,0,false,1035665408,0,0,0,0,0
262636,0,false,1000472576,0,0,0,0,0
262637,0,false,1035730944,0,0,0,0,0
262638,0,false,502726656,0,0,0,0,0
262639,0,false,319029248,0,0,0,0,0
262640,0,false,991625216,0,0,0,0,0
262641,0,false,1010892800,0,0,0,0,0
262642,0,false,917962752,0,0,0,0,0
262643,0,false,917962752,0,0,0,0,0
262644,0,false,917962752,0,0,0,0,0
262645,0,false,1108344832,1,155910144,0,0,1667
262646,0,false,1047134208,0,0,0,0,0
262647,0,false,576716800,0,0,0,0,0
262648,0,false,385875968,0,0,0,0,0
262649,0,false,824836096,0,0,0,0,0
262650,0,false,319029248,0,0,0,0,0
262651,0,false,821297152,0,0,0,0,0
262652,0,false,1112276992,0,0,0,0,1695
262653,0,false,1113194496,0,0,0,0,1708
262654,0,false,423034880,0,0,0,0,0
262655,0,false,426835968,0,0,0,0,0
262656,0,false,432603136,0,0,0,0,0
262657,0,false,430309376,0,0,0,0,0
262658,0,false,436600832,0,0,0,0,0
262659,0,false,1110048768,0,0,0,0,928
262660,0,false,1110573056,0,0,0,0,928
262661,0,false,1110900736,0,0,0,0,928
262662,0,false,1120862208,0,0,0,0,929
262663,0,false,458489856,0,0,0,0,0
262664,0,false,1116274688,0,0,0,0,0
262665,0,false,1330708480,0,0,0,0,0
262666,0,false,1330708480,0,0,0,0,0
262667,0,false,1330708480,0,0,0,0,0
262668,0,false,1162018816,0,0,0,0,0
262669,0,false,1162215424,0,0,0,0,0
262670,0,false,1162412032,0,0,0,0,0
262671,0,false,195756032,0,0,0,0,0
262672,0,false,196018176,0,0,0,0,0
262673,0,false,195624960,0,0,0,0,0
262674,0,false,195493888,0,0,0,0,0
262675,0,false,195887104,0,0,0,0,0
262676,0,false,632094720,0,0,0,0,0
262677,0,false,1052966912,0,0,0,0,1758
262678,0,false,1053097984,0,0,0,0,1759
262679,0,false,1053360128,0,0,0,0,1760
262680,0,false,1053032448,0,0,0,0,1762
262681,0,false,1053163520,0,0,0,0,1761
262682,0,false,1053294592,0,0,0,0,1763
262683,0,false,1053229056,0,0,0,0,1764
262684,0,false,1053425664,0,0,0,0,1765
262685,0,false,1053556736,0,0,0,0,1766
262686,0,false,1053622272,0,0,0,0,1767
262687,0,false,1053491200,0,0,0,0,1768
262688,0,false,1053687808,0,0,0,0,1769
262689,0,false,1053753344,0,0,0,0,1770
262690,0,false,425066496,0,0,0,0,0
262691,0,false,917962752,0,0,0,0,0
262692,0,false,333643776,0,0,0,0,0
262693,0,false,350093312,0,0,0,0,0
262694,0,false,356253696,0,0,0,0,0
262695,0,false,317652992,0,0,0,0,0
262696,0,false,561512448,0,0,0,0,0
262697,0,false,824836096,0,0,0,0,0
262698,0,false,319029248,0,0,0,0,0
262699,0,false,821297152,0,0,0,0,0
262700,0,false,193986560,2359296,0,0,0,0
262701,0,false,174456832,5308416,0,0,0,0
262702,0,false,177471488,3014656,0,0,0,0
262703,0,false,180420608,4849664,0,0,0,0
262704,0,false,184156160,4849664,0,0,0,0
262705,0,false,172294144,1900544,0,0,0,0
262706,0,false,174391296,4849664,0,0,0,0
262707,0,false,177143808,3014656,0,0,0,0
262708,0,false,203554816,917504,0,0,0,0
262709,0,false,183894016,917504,0,0,0,0
262710,0,false,173801472,1900544,0,0,0,0
262711,0,false,174194688,4849664,0,0,0,0
262712,0,false,177864704,2359296,0,0,0,0
262713,0,false,203423744,5308416,0,0,0,0
262714,0,false,184025088,917504,0,0,0,0
262715,0,false,104923136,0,0,0,0,0
262716,0,false,105119744,0,0,0,0,0
262717,0,false,105578496,0,0,0,0,0
262718,0,false,567803904,0,0,0,0,0
262719,0,false,121569280,0,0,0,0,0
262720,0,false,130744320,0,0,0,0,0
262721,0,false,130875392,0,0,0,0,0
262722,0,false,131203072,0,0,0,0,0
262723,0,false,141557760,0,0,0,0,0
262724,0,false,136511488,0,0,0,0,0
262725,0,false,151650304,0,0,0,0,0
262726,0,false,152633344,0,0,0,0,0
262727,0,false,152764416,0,0,0,0,0
262728,0,false,152109056,0,0,0,0,0
262729,0,false,160628736,0,0,0,0,0
262730,0,false,165085184,0,0,0,0,0
262731,0,false,165216256,0,0,0,0,0
262732,0,false,167903232,0,0,0,0,0
262733,0,false,167247872,0,0,0,0,0
262734,0,false,169082880,0,0,0,0,0
262735,0,false,268107776,0,0,0,0,0
262736,0,false,282066944,0,0,0,0,0
262737,0,false,699269120,0,0,0,0,0
262738,0,false,699334656,0,0,0,0,0
262739,0,false,699400192,0,0,0,0,0
262740,0,false,699465728,0,0,0,0,0
262741,0,false,699531264,0,0,0,0,0
262743,0,false,713031680,0,0,0,0,0
262744,0,false,713097216,0,0,0,0,0
262745,0,false,713162752,0,0,0,0,0
262746,0,false,713228288,0,0,0,0,0
262747,0,false,713293824,0,0,0,0,0
262749,0,false,189726720,3014656,0,0,0,0
262750,0,false,693764096,0,0,0,0,0
262751,0,false,693829632,0,0,0,0,0
262752,0,false,693895168,0,0,0,0,0
262753,0,false,693960704,0,0,0,0,0
262754,0,false,694026240,0,0,0,0,0
262756,0,false,696909824,0,0,0,0,0
262757,0,false,696975360,0,0,0,0,0
262758,0,false,697040896,0,0,0,0,0
262759,0,false,697106432,0,0,0,0,0
262760,0,false,697171968,0,0,0,0,0
262762,0,false,777977856,0,0,0,0,0
262763,0,false,780075008,0,0,0,0,0
262764,0,false,718536704,0,0,0,0,0
262765,0,false,278790144,0,0,0,0,0
262766,0,false,169410560,0,0,0,0,0
262767,0,false,169410560,0,0,0,0,0
262768,0,false,169476096,0,0,0,0,0
262769,0,false,169607168,0,0,0,0,0
262770,0,false,169476096,0,0,0,0,0
262771,0,false,169738240,0,0,0,0,0
262772,0,false,169738240,0,0,0,0,0
262773,0,false,169738240,0,0,0,0,0
262774,0,false,170328064,0,0,0,0,0
262775,0,false,169869312,0,0,0,0,0
262776,0,false,170000384,0,0,0,0,0
262777,0,false,171311104,0,0,0,0,0
262778,0,false,171180032,0,0,0,0,0
262779,0,false,170065920,0,0,0,0,0
262780,0,false,170196992,0,0,0,0,0
262781,0,false,170590208,0,0,0,0,0
262782,0,false,170590208,0,0,0,0,0
262783,0,false,170328064,0,0,0,0,0
262784,0,false,170328064,0,0,0,0,0
262785,0,false,171835392,0,0,0,0,0
262786,0,false,169607168,0,0,0,0,0
262787,0,false,169672704,0,0,0,0,0
262788,0,false,169672704,0,0,0,0,0
262789,0,false,169672704,0,0,0,0,0
262790,0,false,169672704,0,0,0,0,0
262791,0,false,169869312,0,0,0,0,0
262792,0,false,169934848,0,0,0,0,0
262793,0,false,171311104,0,0,0,0,0
262794,0,false,170459136,0,0,0,0,0
262795,0,false,170131456,0,0,0,0,0
262796,0,false,171376640,0,0,0,0,0
262797,0,false,170000384,0,0,0,0,0
262798,0,false,170328064,0,0,0,0,0
262799,0,false,171769856,0,0,0,0,0
262800,0,false,171769856,0,0,0,0,0
262801,0,false,169607168,0,0,0,0,0
262802,0,false,169738240,0,0,0,0,0
262803,0,false,169738240,0,0,0,0,0
262804,0,false,169738240,0,0,0,0,0
262805,0,false,169672704,0,0,0,0,0
262806,0,false,169869312,0,0,0,0,0
262807,0,false,169934848,0,0,0,0,0
262808,0,false,170065920,0,0,0,0,0
262809,0,false,170590208,0,0,0,0,0
262810,0,false,170459136,0,0,0,0,0
262811,0,false,170852352,0,0,0,0,0
262813,0,false,832569344,0,0,0,0,0
262814,0,false,832569344,0,0,0,0,0
262817,0,false,832569344,0,0,0,0,0
262818,0,false,832897024,0,0,0,0,0
262819,0,false,170393600,0,0,0,0,0
262820,0,false,1182859264,0,0,0,0,0
262821,0,false,1182859264,0,0,0,0,0
262822,0,false,1193082880,0,0,0,0,0
262823,0,false,1203306496,0,0,0,0,0
262824,0,false,1213530112,0,0,0,0,0
262825,0,false,1223753728,0,0,0,0,0
