Index,0 [USHORT] [0x4],1 [USHORT] [0x6],2 [UBYTE] [0x8],3 [BBOOL] [0x9],4 [STRING] [0x0]
61,57,33,0,false,"加入了<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>的小队。"
62,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>拒绝了入队邀请。"
63,57,1,0,false,"拒绝了<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>发来的入队邀请。"
64,57,1,0,false,"将队长权限转让给了<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>。"
65,57,33,0,false,"接受了<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>转让来的队长权限。"
66,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>成为了新的队长。"
67,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>被移出了小队。"
68,57,1,0,false,"离开了<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>的小队。"
69,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>离开了小队。"
70,57,33,0,false,"离开了自己的小队。"
71,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>离开了小队，<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>成为了新的队长。"
72,57,33,0,false,"解散了小队。"
73,57,33,0,false,"小队解散了。"
74,57,33,0,false,"正式加入了通讯贝“<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>”。"
75,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>正式加入了通讯贝“<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>”。"
76,57,1,0,false,"拒绝了正式加入通讯贝“<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>”。"
77,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>退出了通讯贝“<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>”。"
78,57,33,0,false,"将<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>加入了好友名单。"
79,57,1,0,false,"拒绝了<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>发来的好友申请。"
80,57,32,0,false,"个人信息已更新。"
81,57,32,0,false,"搜索结果已更新。"
82,57,1,0,false,"取消了发给<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>的好友申请。"
83,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>取消了发来的好友申请。"
84,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>切换为离线状态。"
85,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>回到了队伍里。"
86,60,8,0,false,"无法向黑名单中的玩家发送魔晶石镶嵌委托。"
87,60,8,0,false,"只有能工巧匠职业才能够接受魔晶石镶嵌委托。"
88,57,33,0,false,"拓展开了未知的土地！"
89,60,8,0,false,"<switch:Group JP/Group NA/EU>的数据列表获取失败。"
90,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>拒绝了正式加入通讯贝“<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>”。"
91,57,33,0,false,"撤销了发给<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>的通讯贝邀请。"
92,57,33,0,false,"通讯贝“<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>”发来的邀请已被撤销。"
93,60,8,0,false,"正在处理邮件，请稍候片刻。"
94,72,1,0,false,"当前共有<value>个队伍正在招募队员，其中<if(INT: 3 == 1 ) {没有队伍符合搜索条件。} else {有<value>个队伍符合搜索条件。}>"
95,57,1,0,false,"撤销了已发出的所有组队邀请。"
96,60,8,0,false,"无法使用美容师专用的发型与面妆，将会恢复为默认值。"
97,57,1,0,false,"一段时间内没有进行任何操作，已经自动切换为离开状态。"
98,57,1,0,false,"离开状态已经解除。"
99,60,8,0,false,"无法加入，招募者是被加入黑名单的人。"
100,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表示惊讶。"
101,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>发泄心中不满。"
102,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>十分生气。"
103,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>显出害羞的一面。"
104,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>恭敬地对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>行礼。"
105,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>大声给<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>加油。"
106,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>送上掌声。"
107,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>招手。"
108,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>安慰<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
109,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>流下了眼泪。"
110,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前欢快地起舞。"
111,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表示质疑。"
112,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>边上打了个盹。"
113,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表示非常后悔。"
114,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>告别。"
115,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>挥手。"
116,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>觉得<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>莫名其妙。"
117,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表达自己的喜悦。"
118,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>诚心诚意地下跪。"
119,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>偷偷笑话<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
120,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>看着<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>高声大笑。"
121,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在观望<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>附近的情况。"
122,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>展示自己。"
123,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>摇头。"
124,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表示否定。"
125,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>看到<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>很慌张。"
126,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>指向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
127,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>用手指戳向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
128,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>称赞<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
129,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>激励<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
130,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>郑重地向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>敬礼。"
131,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>看到<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>非常震惊。"
132,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>耸肩。"
133,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>挥拳表示鼓励。"
134,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>安抚<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
135,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>有些迷糊。"
136,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>伸展身体。"
137,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>有些不高兴。"
138,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在想关于<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>的问题。"
139,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>非常失望。"
140,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表示欢迎。"
141,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>点头。"
142,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表示肯定。"
143,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前查看自己的样子。"
144,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对着<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>摆出了诱人的姿势。"
145,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>行黑涡团军礼。"
146,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>行双蛇党军礼。"
147,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>行恒辉队军礼。"
148,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>送出飞吻。"
149,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>投出了雪球。"
150,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>下跪认错。"
151,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表示自己非常高兴。"
152,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>表示自己非常沮丧。"
153,29,1,0,false,""
154,29,1,0,false,""
155,29,1,0,false,""
156,29,1,0,false,""
157,29,1,0,false,""
158,29,1,0,false,""
159,29,1,0,false,""
160,29,1,0,false,""
161,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>面无表情地看着<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
162,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>露出了微笑。"
163,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>露出了笑颜。"
164,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了充满自信的表情。"
165,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了无所畏惧的表情。"
166,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前闭上了眼睛。"
167,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了悲伤的表情。"
168,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>充满恐惧地看着<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
169,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了意外的表情。"
170,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了痛苦的表情。"
171,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了反感的表情。"
172,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了吃惊的表情。"
173,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了担心的表情。"
174,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>满面笑容地看着<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
175,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>非常气愤地看着<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
176,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>心怀歉意地看着<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
177,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>惊愕无比地看着<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
178,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>祈祷。"
179,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>对<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>行帝国式军礼。"
180,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>投出了什么东西。"
181,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前改变了姿势。"
182,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前跳起了踢踏舞。"
183,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前跳起了丰饶之舞。"
184,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前跳起了宫廷之舞。"
185,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前跳起了绅士之舞。"
186,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>轻轻地抚摸<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
187,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>交给了<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>什么东西。"
188,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>喂给了<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>一些吃的。"
189,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前跳起了火盆舞。"
190,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>面前做出了胜利的欢呼！"
191,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>甩了<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>一巴掌。"
192,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>拥抱了<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>一下。"
193,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>深情拥抱了<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>。"
194,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>向<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>做出了最具有绅士风度的动作。"
195,29,1,0,false,""
196,29,1,0,false,""
197,29,1,0,false,""
198,29,1,0,false,""
199,29,1,0,false,""
200,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>有些惊讶。"
201,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>有些不满。"
202,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>很愤怒。"
203,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>很不好意思。"
204,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>恭敬地行礼。"
205,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>大声加油。"
206,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>拍手鼓掌。"
207,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>原地招手。"
208,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>表示安慰。"
209,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>痛哭流涕。"
210,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>原地起舞。"
211,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>表示非常不满。"
212,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>打了个盹。"
213,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>十分懊悔。"
214,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>表示道别。"
215,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>原地挥手。"
216,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>觉得很莫名其妙。"
217,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>很高兴。"
218,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>跪下了。"
219,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在偷笑。"
220,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在捧腹大笑。"
221,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在观望附近的情况。"
222,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>在展示自己的存在。"
223,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>原地摇头。"
224,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>表示否定。"
225,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>非常慌张。"
226,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>伸手指向前方。"
227,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>伸手戳向前方。"
228,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>表示称赞。"
229,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>激励自己。"
230,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }>郑重地敬礼。"
