Index,0 [UINT] [0x0],1 [BYTE] [0x4],2 [BYTE] [0x5],3 [BBOOL] [0x6]
167,120611,0,1,true
168,120612,0,1,true
169,120613,0,1,true
170,120614,0,1,true
171,120615,0,1,true
172,120221,5,1,true
173,0,5,1,true
174,120223,5,1,true
175,0,5,1,true
176,0,5,1,true
177,0,5,1,true
178,0,5,1,true
179,120228,5,1,true
180,0,5,1,true
181,120303,5,1,true
182,120359,5,1,true
183,120360,5,1,true
184,120310,5,1,true
185,120318,5,1,true
186,120325,5,1,true
187,120358,5,1,true
188,120333,5,1,true
189,120334,5,1,true
190,120337,5,1,true
191,0,5,1,true
192,0,5,1,true
193,0,5,1,true
194,0,5,1,true
195,0,5,1,true
196,120340,-1,1,true
197,120011,37,1,true
198,120012,7,1,true
199,0,7,1,true
200,120095,6,1,true
201,120096,7,1,true
202,121081,37,1,true
203,121082,7,1,true
204,0,5,1,true
205,0,22,1,true
206,120097,7,1,true
207,120900,38,1,true
208,120901,5,1,true
209,120902,5,1,true
210,120903,22,1,true
211,120235,5,1,true
212,120904,5,1,true
213,120098,7,1,true
214,120231,5,1,true
215,120111,39,3,true
216,120224,5,1,true
217,120225,5,1,true
218,120226,5,1,true
219,120227,5,1,true
220,120332,5,1,true
221,120321,5,1,true
222,120361,5,1,true
223,120362,5,1,true
224,120328,5,1,true
225,120342,5,1,true
226,120345,5,1,true
227,120335,5,1,true
228,120732,40,2,true
229,120104,-1,1,true
230,120121,41,1,true
231,120122,44,1,true
232,120123,45,1,true
233,120124,46,1,true
234,120125,47,1,true
235,120071,5,1,true
236,120122,47,1,true
237,120123,47,1,true
238,120124,47,1,true
239,120121,42,1,true
240,120121,43,1,true
241,121201,35,1,true
242,121202,16,1,true
243,121203,17,1,true
244,120905,5,1,true
245,120906,22,1,true
246,120232,5,1,true
247,120233,5,1,true
248,120234,5,1,true
249,120236,5,1,true
250,120237,5,1,true
251,120301,5,1,true
252,120312,5,1,true
253,120319,5,1,true
254,120331,5,1,true
255,120363,5,1,true
256,120364,5,1,true
257,120338,5,1,true
258,120707,5,1,true
259,120727,5,1,true
260,121101,49,1,true
261,121102,50,1,true
262,121103,-1,1,true
263,120907,5,1,true
264,120365,5,1,true
265,120366,5,1,true
266,120367,5,1,true
267,120368,5,1,true
268,120369,5,1,true
269,120370,5,1,true
270,120371,5,1,true
271,120372,5,1,true
272,120238,5,1,true
273,120373,5,1,true
274,120908,5,1,true
275,120910,38,1,true
276,120518,30,4,true
277,127040,-1,5,true
278,120909,38,1,true
279,121561,58,1,true
280,121562,60,1,true
281,121563,59,1,true
282,121571,16,1,true
283,120116,57,6,true
284,121571,52,1,true
285,121671,61,1,true
286,121672,61,1,true
287,121673,61,1,true
288,121674,61,1,true
289,121681,56,1,true
290,121682,56,1,true
291,121683,56,1,true
292,121684,56,1,true
293,0,-1,1,true
294,0,-1,1,true
295,0,-1,1,true
296,0,-1,1,true
297,0,-1,1,true
298,0,-1,1,true
299,0,-1,1,true
300,0,-1,1,true
